"","ProbeID","Codeset.Name","Probe.Label","Analyte.Type","Is.Control","Control.Type","Probe.Annotation","KEGG.Pathways","Cell.Type","Official.Gene.Name","probeLabel.Type","below.threshold"
"MAG - mRNA","NM_001199216.1:1780","NS_HS_GLIAL_V1.0","MAG","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","hsa04514","","MAG","MAG - mRNA","False"
"MOG - mRNA","NM_001008228.2:662","NS_HS_GLIAL_V1.0","MOG","mRNA",0,"","Oligodendrocyte Markers","","","MOG","MOG - mRNA","False"
"P2RX7 - mRNA","NM_002562.5:780","NS_HS_GLIAL_V1.0","P2RX7","mRNA",0,"","Neuroactive Ligands and Receptors;Inflammasome;Calcium Signaling","hsa04020;hsa04080","","P2RX7","P2RX7 - mRNA","False"
"SOX10 - mRNA","NM_006941.3:1057","NS_HS_GLIAL_V1.0","SOX10","mRNA",0,"","Oligodendrocyte Markers;Oligodendrocyte DifferentiationMaturation;Neurogenesis;Myelogenesis","","Oligodendrocytes","SOX10","SOX10 - mRNA","False"
"ERMN - mRNA","NM_001304344.1:440","NS_HS_GLIAL_V1.0","ERMN","mRNA",0,"","Oligodendrocyte Markers;Cytoskeletal Dynamics","","","ERMN","ERMN - mRNA","False"
"UGT8 - mRNA","NM_001128174.1:1135","NS_HS_GLIAL_V1.0","UGT8","mRNA",0,"","Oligodendrocyte Markers;Myelogenesis","hsa00600","Oligodendrocytes","UGT8","UGT8 - mRNA","False"
"GABRA5 - mRNA","NM_000810.3:1054","NS_HS_GLIAL_V1.0","GABRA5","mRNA",0,"","Neuroactive Ligands and Receptors;GABAergic Synapse;Cannabinoid Signaling","hsa04080;hsa04723;hsa04727;hsa04742;hsa05032;hsa05033","","GABRA5","GABRA5 - mRNA","False"
"KCNQ3 - mRNA","NM_004519.2:665","NS_HS_GLIAL_V1.0","KCNQ3","mRNA",0,"","Ion Transport;Cholinergic Synapse","hsa04725","","KCNQ3","KCNQ3 - mRNA","False"
"KCNAB1 - mRNA","NM_003471.3:520","NS_HS_GLIAL_V1.0","KCNAB1","mRNA",0,"","Ion Transport","","","KCNAB1","KCNAB1 - mRNA","False"
"CAMK4 - mRNA","NM_001744.3:1220","NS_HS_GLIAL_V1.0","CAMK4","mRNA",0,"","Calcium Signaling","hsa04020;hsa04024;hsa04211;hsa04380;hsa04720;hsa04722;hsa04725;hsa04921;hsa04925;hsa05031;hsa05034","","CAMK4","CAMK4 - mRNA","False"
"NLK - mRNA","NM_016231.4:618","NS_HS_GLIAL_V1.0","NLK","mRNA",0,"","Wnt Signaling","hsa04010;hsa04068;hsa04310;hsa04520","","NLK","NLK - mRNA","False"
"GRK3 - mRNA","NM_005160.2:1265","NS_HS_GLIAL_V1.0","GRK3","mRNA",0,"","Glutamatergic Synapse","hsa04062;hsa04144;hsa04724;hsa04740;hsa05032","","GRK3","GRK3 - mRNA","False"
"ARNTL - mRNA","NM_001030272.1:840","NS_HS_GLIAL_V1.0","ARNTL","mRNA",0,"","Dopaminergic Synapse;Circadian Signaling","hsa04710;hsa04728;hsa05168","","ARNTL","ARNTL - mRNA","False"
"TNFRSF21 - mRNA","NM_014452.3:735","NS_HS_GLIAL_V1.0","TNFRSF21","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Cytokines","hsa04060","","TNFRSF21","TNFRSF21 - mRNA","False"
"MTOR - mRNA","NM_004958.3:1865","NS_HS_GLIAL_V1.0","MTOR","mRNA",0,"","Neurogenesis;Insulin Signaling;Autophagy","hsa04012;hsa04066;hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04630;hsa04910;hsa04919;hsa04920;hsa04930;hsa04931;hsa05200;hsa05205;hsa05206;hsa05214;hsa05215;hsa05221;hsa05230;hsa05231","","MTOR","MTOR - mRNA","False"
"MAPT - mRNA","NM_016834.4:315","NS_HS_GLIAL_V1.0","MAPT","mRNA",0,"","Neurogenesis;Cytoskeletal Dynamics;Astrocyte DifferentiationFunction","hsa04010;hsa05010","","MAPT","MAPT - mRNA","False"
"KCND2 - mRNA","NM_012281.3:1645","NS_HS_GLIAL_V1.0","KCND2","mRNA",0,"","Serotonergic Synapse;Ion Transport","hsa04726","","KCND2","KCND2 - mRNA","False"
"CNR1 - mRNA","NM_001160226.1:1576","NS_HS_GLIAL_V1.0","CNR1","mRNA",0,"","Neuroactive Ligands and Receptors;Cannabinoid Signaling","hsa04015;hsa04080;hsa04723","","CNR1","CNR1 - mRNA","False"
"UNC79 - mRNA","NM_020818.5:1586","NS_HS_GLIAL_V1.0","UNC79","mRNA",0,"","Ion Transport","","","UNC79","UNC79 - mRNA","False"
"RAPGEF2 - mRNA","NM_014247.2:3445","NS_HS_GLIAL_V1.0","RAPGEF2","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04015","","RAPGEF2","RAPGEF2 - mRNA","False"
"PPM1L - mRNA","NM_139245.2:984","NS_HS_GLIAL_V1.0","PPM1L","mRNA",0,"","Primed Microglia","","","PPM1L","PPM1L - mRNA","False"
"ACAT2 - mRNA","NM_005891.2:910","NS_HS_GLIAL_V1.0","ACAT2","mRNA",0,"","Lipid Metabolism","hsa00071;hsa00280;hsa00620;hsa00630;hsa00640;hsa00650","","ACAT2","ACAT2 - mRNA","False"
"IMMT - mRNA","NM_006839.2:2258","NS_HS_GLIAL_V1.0","IMMT","mRNA",0,"","Glucose Metabolism","","","IMMT","IMMT - mRNA","False"
"PSMA5 - mRNA","NM_002790.2:235","NS_HS_GLIAL_V1.0","PSMA5","mRNA",0,"","Antigen Processing and Presentation","hsa03050","","PSMA5","PSMA5 - mRNA","False"
"KRAS - mRNA","NM_033360.2:267","NS_HS_GLIAL_V1.0","KRAS","mRNA",0,"","MAPK & PI3K;Astrocyte DifferentiationFunction","hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04151;hsa04211;hsa04213;hsa04320;hsa04360;hsa04370;hsa04530;hsa04540;hsa04550;hsa04650;hsa04660;hsa04662;hsa04664;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04933;hsa04960;hsa05034;hsa05160;hsa05161;hsa05166;hsa05200;hsa05203;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05230;hsa05231","","KRAS","KRAS - mRNA","False"
"C9orf72 - mRNA","NM_145005.6:242","NS_HS_GLIAL_V1.0","C9orf72","mRNA",0,"","Cytoskeletal Dynamics;Autophagy","","","C9orf72","C9orf72 - mRNA","False"
"CUL1 - mRNA","NM_003592.2:1487","NS_HS_GLIAL_V1.0","CUL1","mRNA",0,"","Wnt Signaling;Proteotoxic Stress;Primed Microglia;Circadian Signaling;Cell Cycle;Antigen Processing and Presentation","hsa04110;hsa04114;hsa04120;hsa04141;hsa04310;hsa04350;hsa04710;hsa05168","","CUL1","CUL1 - mRNA","False"
"ORC4 - mRNA","NM_181742.1:871","NS_HS_GLIAL_V1.0","ORC4","mRNA",0,"","Cell Cycle","hsa04110","","ORC4","ORC4 - mRNA","False"
"MEAF6 - mRNA","NM_001270875.2:180","NS_HS_GLIAL_V1.0","MEAF6","mRNA",0,"","Neurogenesis;Myelogenesis","","","MEAF6","MEAF6 - mRNA","False"
"MAPK8 - mRNA","NM_002750.2:945","NS_HS_GLIAL_V1.0","MAPK8","mRNA",0,"","MAPK & PI3K","hsa04010;hsa04012;hsa04014;hsa04024;hsa04068;hsa04071;hsa04141;hsa04310;hsa04380;hsa04510;hsa04620;hsa04621;hsa04622;hsa04664;hsa04668;hsa04722;hsa04723;hsa04728;hsa04750;hsa04910;hsa04912;hsa04914;hsa04917;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa05120;hsa05131;hsa05132;hsa05133;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05164;hsa05166;hsa05168;hsa05169;hsa05200;hsa05210;hsa05212;hsa05231","","MAPK8","MAPK8 - mRNA","False"
"CDC27 - mRNA","NM_001256.3:2550","NS_HS_GLIAL_V1.0","CDC27","mRNA",0,"","Cell Cycle","hsa04110;hsa04114;hsa04120;hsa04914;hsa05166","","CDC27","CDC27 - mRNA","False"
"ATRN - mRNA","NM_001207047.1:1544","NS_HS_GLIAL_V1.0","ATRN","mRNA",0,"","Myelogenesis","","","ATRN","ATRN - mRNA","False"
"TIAM1 - mRNA","NM_001353691.1:4520","NS_HS_GLIAL_V1.0","TIAM1","mRNA",0,"","Neurotrophin Signaling;Neurogenesis;Cytoskeletal Dynamics","hsa04014;hsa04015;hsa04024;hsa04062;hsa04810;hsa05205","","TIAM1","TIAM1 - mRNA","False"
"PARP2 - mRNA","NM_005484.3:1154","NS_HS_GLIAL_V1.0","PARP2","mRNA",0,"","Apoptosis","","","PARP2","PARP2 - mRNA","False"
"KITLG - mRNA","NM_003994.5:232","NS_HS_GLIAL_V1.0","KITLG","mRNA",0,"","MAPK & PI3K","hsa04014;hsa04015;hsa04060;hsa04072;hsa04151;hsa04640;hsa04916;hsa05200","","KITLG","KITLG - mRNA","False"
"B4GALT5 - mRNA","NM_004776.3:930","NS_HS_GLIAL_V1.0","B4GALT5","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","","","B4GALT5","B4GALT5 - mRNA","False"
"PSEN1 - mRNA","NM_000021.2:900","NS_HS_GLIAL_V1.0","PSEN1","mRNA",0,"","Wnt Signaling;Neurotrophin Signaling;Neurogenesis;Astrocyte DifferentiationFunction","hsa04310;hsa04722;hsa05010","","PSEN1","PSEN1 - mRNA","False"
"HADH - mRNA","NM_001184705.2:645","NS_HS_GLIAL_V1.0","HADH","mRNA",0,"","Lipid Metabolism","hsa00071;hsa00280;hsa00650","","HADH","HADH - mRNA","False"
"FBXW11 - mRNA","NM_033644.2:740","NS_HS_GLIAL_V1.0","FBXW11","mRNA",0,"","Wnt Signaling;Circadian Signaling;Antigen Processing and Presentation","hsa04114;hsa04120;hsa04310;hsa04390;hsa04710;hsa05131","","FBXW11","FBXW11 - mRNA","False"
"MMUT - mRNA","NM_000255.2:2000","NS_HS_GLIAL_V1.0","MMUT","mRNA",0,"","Lipid Metabolism","hsa00280;hsa00630;hsa00640","","MMUT","MMUT - mRNA","False"
"PTPN1 - mRNA","NM_002827.3:664","NS_HS_GLIAL_V1.0","PTPN1","mRNA",0,"","Interferon Signaling;Insulin Signaling","hsa04520;hsa04910;hsa04931","","PTPN1","PTPN1 - mRNA","False"
"BUB3 - mRNA","NM_004725.3:775","NS_HS_GLIAL_V1.0","BUB3","mRNA",0,"","Cell Cycle","hsa04110;hsa05166","","BUB3","BUB3 - mRNA","False"
"LTA4H - mRNA","NM_001256643.1:1140","NS_HS_GLIAL_V1.0","LTA4H","mRNA",0,"","Lipid Metabolism","hsa00590","","LTA4H","LTA4H - mRNA","False"
"ACAT1 - mRNA","NM_000019.3:282","NS_HS_GLIAL_V1.0","ACAT1","mRNA",0,"","Lipid Metabolism","hsa00071;hsa00280;hsa00620;hsa00630;hsa00640;hsa00650","","ACAT1","ACAT1 - mRNA","False"
"HMGB1 - mRNA","NM_002128.4:208","NS_HS_GLIAL_V1.0","HMGB1","mRNA",0,"","Neurogenesis;Autophagy","","","HMGB1","HMGB1 - mRNA","False"
"CCNH - mRNA","NM_001199189.1:1152","NS_HS_GLIAL_V1.0","CCNH","mRNA",0,"","Cell Cycle","hsa04110","","CCNH","CCNH - mRNA","False"
"CEP68 - mRNA","NM_015147.2:586","NS_HS_GLIAL_V1.0","CEP68","mRNA",0,"","Primed Microglia","","","CEP68","CEP68 - mRNA","False"
"PSMD10 - mRNA","NM_002814.2:275","NS_HS_GLIAL_V1.0","PSMD10","mRNA",0,"","Antigen Processing and Presentation","","","PSMD10","PSMD10 - mRNA","False"
"DNAJC11 - mRNA","NM_018198.3:474","NS_HS_GLIAL_V1.0","DNAJC11","mRNA",0,"","Glucose Metabolism","","","DNAJC11","DNAJC11 - mRNA","False"
"KLHL12 - mRNA","NM_021633.2:474","NS_HS_GLIAL_V1.0","KLHL12","mRNA",0,"","Wnt Signaling","","","KLHL12","KLHL12 - mRNA","False"
"HECTD1 - mRNA","NM_015382.2:810","NS_HS_GLIAL_V1.0","HECTD1","mRNA",0,"","Antigen Processing and Presentation","","","HECTD1","HECTD1 - mRNA","False"
"CTTNBP2NL - mRNA","NM_018704.2:1074","NS_HS_GLIAL_V1.0","CTTNBP2NL","mRNA",0,"","Microglial Markers","","","CTTNBP2NL","CTTNBP2NL - mRNA","False"
"NPAS2 - mRNA","NM_002518.3:1458","NS_HS_GLIAL_V1.0","NPAS2","mRNA",0,"","Circadian Signaling","hsa04710","","NPAS2","NPAS2 - mRNA","False"
"POR - mRNA","NM_000941.2:114","NS_HS_GLIAL_V1.0","POR","mRNA",0,"","NO Metabolism and Signaling","","","POR","POR - mRNA","False"
"ABCE1 - mRNA","NM_001040876.1:635","NS_HS_GLIAL_V1.0","ABCE1","mRNA",0,"","Interferon Signaling","","","ABCE1","ABCE1 - mRNA","False"
"SMAD3 - mRNA","NM_005902.3:1490","NS_HS_GLIAL_V1.0","SMAD3","mRNA",0,"","Wnt Signaling;TGF-Beta Signaling;Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD)","hsa04068;hsa04110;hsa04144;hsa04310;hsa04350;hsa04390;hsa04520;hsa04550;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220;hsa05321","","SMAD3","SMAD3 - mRNA","False"
"GRN - mRNA","NM_002087.2:546","NS_HS_GLIAL_V1.0","GRN","mRNA",0,"","Primed Microglia;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte DifferentiationFunction","","","GRN","GRN - mRNA","False"
"PMEPA1 - mRNA","NM_199171.2:254","NS_HS_GLIAL_V1.0","PMEPA1","mRNA",0,"","TGF-Beta Signaling","","","PMEPA1","PMEPA1 - mRNA","False"
"BAX - mRNA","NM_138761.3:342","NS_HS_GLIAL_V1.0","BAX","mRNA",0,"","Proteotoxic Stress;Apoptosis","hsa04071;hsa04115;hsa04141;hsa04210;hsa04211;hsa04722;hsa04932;hsa04933;hsa05014;hsa05016;hsa05020;hsa05152;hsa05161;hsa05166;hsa05200;hsa05203;hsa05210","","BAX","BAX - mRNA","False"
"IFNGR2 - mRNA","NM_005534.3:799","NS_HS_GLIAL_V1.0","IFNGR2","mRNA",0,"","Interferon Signaling","hsa04060;hsa04066;hsa04380;hsa04630;hsa04650;hsa05132;hsa05140;hsa05142;hsa05145;hsa05152;hsa05162;hsa05164;hsa05168;hsa05321","","IFNGR2","IFNGR2 - mRNA","False"
"SRGN - mRNA","NM_002727.3:462","NS_HS_GLIAL_V1.0","SRGN","mRNA",0,"","A1 Astrocyte","","","SRGN","SRGN - mRNA","False"
"PMP22 - mRNA","NM_000304.3:417","NS_HS_GLIAL_V1.0","PMP22","mRNA",0,"","Myelogenesis","","","PMP22","PMP22 - mRNA","False"
"CD9 - mRNA","NM_001769.2:405","NS_HS_GLIAL_V1.0","CD9","mRNA",0,"","Stage 2 DAM;Primed Microglia;Oligodendrocyte DifferentiationMaturation;Neurogenesis;Myelogenesis","hsa04640","","CD9","CD9 - mRNA","False"
"ABCB1 - mRNA","NM_000927.3:3910","NS_HS_GLIAL_V1.0","ABCB1","mRNA",0,"","Blood Brain Barrier","hsa02010;hsa04976;hsa05206","","ABCB1","ABCB1 - mRNA","False"
"PECAM1 - mRNA","NM_000442.3:1365","NS_HS_GLIAL_V1.0","PECAM1","mRNA",0,"","Cell Migration;Blood Brain Barrier","hsa04514;hsa04670;hsa05144","","PECAM1","PECAM1 - mRNA","False"
"HILPDA - mRNA","NM_013332.1:345","NS_HS_GLIAL_V1.0","HILPDA","mRNA",0,"","Astrocyte Markers","","","HILPDA","HILPDA - mRNA","False"
"LGALS3 - mRNA","NM_001177388.1:495","NS_HS_GLIAL_V1.0","LGALS3","mRNA",0,"","Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD)","","","LGALS3","LGALS3 - mRNA","False"
"ALDH1L1 - mRNA","NM_012190.2:329","NS_HS_GLIAL_V1.0","ALDH1L1","mRNA",0,"","Astrocyte Markers","","Astrocytes","ALDH1L1","ALDH1L1 - mRNA","False"
"C4A/B - mRNA","NM_007293.2:1217","NS_HS_GLIAL_V1.0","C4A/B","mRNA",0,"","Cytoskeletal Dynamics;Complement System;Astrocyte Markers","hsa04610;hsa05133;hsa05150;hsa05322","","C4A","C4A/B - mRNA","False"
"CD44 - mRNA","NM_001001392.1:429","NS_HS_GLIAL_V1.0","CD44","mRNA",0,"","Primed Microglia;Interferon Signaling;Astrocyte Markers","hsa04640;hsa05131;hsa05169;hsa05205;hsa05206","","CD44","CD44 - mRNA","False"
"CD74 - mRNA","NM_001025158.2:189","NS_HS_GLIAL_V1.0","CD74","mRNA",0,"","Primed Microglia;Microglial Markers;Antigen Processing and Presentation","hsa04612;hsa05152;hsa05168","","CD74","CD74 - mRNA","False"
"CSF1R - mRNA","NM_005211.3:455","NS_HS_GLIAL_V1.0","CSF1R","mRNA",0,"","Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD);Homeostatic Microglia;Cytokines","hsa04014;hsa04015;hsa04060;hsa04144;hsa04151;hsa04380;hsa04640;hsa05200;hsa05202","","CSF1R","CSF1R - mRNA","False"
"C3 - mRNA","NM_000064.2:4396","NS_HS_GLIAL_V1.0","C3","mRNA",0,"","Primed Microglia;Neuroactive Ligands and Receptors;Complement System","hsa04145;hsa04610;hsa05133;hsa05134;hsa05140;hsa05142;hsa05150;hsa05152;hsa05168;hsa05203;hsa05322","","C3","C3 - mRNA","False"
"GPNMB - mRNA","NM_001005340.1:535","NS_HS_GLIAL_V1.0","GPNMB","mRNA",0,"","Primed Microglia;Microglia Neurodegenerative Phenotype (MGnD)","","","GPNMB","GPNMB - mRNA","False"
"TYROBP - mRNA","NM_003332.3:361","NS_HS_GLIAL_V1.0","TYROBP","mRNA",0,"","Stage 1 DAM;Microglia Neurodegenerative Phenotype (MGnD)","hsa04380;hsa04650","","TYROBP","TYROBP - mRNA","False"
"TGFBR1 - mRNA","NM_004612.2:1255","NS_HS_GLIAL_V1.0","TGFBR1","mRNA",0,"","TGF-Beta Signaling;Primed Microglia;Microglial Markers;Microglia Neurodegenerative Phenotype (MGnD)","hsa04010;hsa04060;hsa04068;hsa04144;hsa04350;hsa04380;hsa04390;hsa04520;hsa04933;hsa05142;hsa05161;hsa05166;hsa05200;hsa05210;hsa05212;hsa05220","","TGFBR1","TGFBR1 - mRNA","False"
"CYBB - mRNA","NM_000397.3:1034","NS_HS_GLIAL_V1.0","CYBB","mRNA",0,"","Primed Microglia;Oxidative & Nitrosative Stress;Microglia Neurodegenerative Phenotype (MGnD);Hypoxia;Antigen Processing and Presentation;Angiogenesis","hsa04066;hsa04145;hsa04380;hsa04670;hsa04933","","CYBB","CYBB - mRNA","False"
"CTSS - mRNA","NM_004079.3:685","NS_HS_GLIAL_V1.0","CTSS","mRNA",0,"","Homeostatic Microglia;Apoptosis","hsa04142;hsa04145;hsa04612;hsa05152","","CTSS","CTSS - mRNA","False"
"AIF1 - mRNA","NM_032955.1:185","NS_HS_GLIAL_V1.0","AIF1","mRNA",0,"","NO Metabolism and Signaling;Microglial Markers","","","AIF1","AIF1 - mRNA","False"
"FCGR3A/B - mRNA","NM_000570.4:696","NS_HS_GLIAL_V1.0","FCGR3A/B","mRNA",0,"","Phagocytosis","hsa04145;hsa04380;hsa04650;hsa05140;hsa05150;hsa05152;hsa05322","Neutrophils","FCGR3B","FCGR3A/B - mRNA","False"
"CD163 - mRNA","NM_004244.4:1630","NS_HS_GLIAL_V1.0","CD163","mRNA",0,"","","","Macrophages_Microglia","CD163","CD163 - mRNA","False"
"S100A10 - mRNA","NM_002966.1:245","NS_HS_GLIAL_V1.0","S100A10","mRNA",0,"","A2 Astrocyte","","","S100A10","S100A10 - mRNA","False"
"SERPING1 - mRNA","NM_000062.2:305","NS_HS_GLIAL_V1.0","SERPING1","mRNA",0,"","Complement System;A1 Astrocyte","hsa04610;hsa05133","","SERPING1","SERPING1 - mRNA","False"
"C1R - mRNA","NM_001733.4:760","NS_HS_GLIAL_V1.0","C1R","mRNA",0,"","Complement System","hsa04145;hsa04610;hsa05133;hsa05150;hsa05322","","C1R","C1R - mRNA","False"
"C1S - mRNA","NM_001734.2:775","NS_HS_GLIAL_V1.0","C1S","mRNA",0,"","Complement System","hsa04610;hsa05133;hsa05150;hsa05322","","C1S","C1S - mRNA","False"
"TLR4 - mRNA","NM_138554.2:2570","NS_HS_GLIAL_V1.0","TLR4","mRNA",0,"","NO Metabolism and Signaling;NF-kappaB Signaling;Astrocyte DifferentiationFunction;Apoptosis","hsa04064;hsa04066;hsa04145;hsa04151;hsa04620;hsa05130;hsa05132;hsa05133;hsa05134;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05162;hsa05164;hsa05205;hsa05321;hsa05323","","TLR4","TLR4 - mRNA","False"
"EGFR - mRNA","NM_201282.1:1354","NS_HS_GLIAL_V1.0","EGFR","mRNA",0,"","Neurogenesis;MAPK & PI3K;Astrocyte DifferentiationFunction","hsa04010;hsa04012;hsa04014;hsa04015;hsa04020;hsa04060;hsa04066;hsa04068;hsa04072;hsa04144;hsa04151;hsa04320;hsa04510;hsa04520;hsa04540;hsa04810;hsa04912;hsa04915;hsa04921;hsa05120;hsa05160;hsa05200;hsa05205;hsa05206;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05219;hsa05223;hsa05230;hsa05231","Astrocytes","EGFR","EGFR - mRNA","False"
"CLDN5 - mRNA","NM_001130861.1:1422","NS_HS_GLIAL_V1.0","CLDN5","mRNA",0,"","Myelogenesis;Cell Migration;Blood Brain Barrier","hsa04514;hsa04530;hsa04670;hsa05160","Endothelial Cells","CLDN5","CLDN5 - mRNA","False"
"RHOB - mRNA","NM_004040.2:870","NS_HS_GLIAL_V1.0","RHOB","mRNA",0,"","Primed Microglia;Microglial Markers","","","RHOB","RHOB - mRNA","False"
"ABCA1 - mRNA","NM_005502.3:4048","NS_HS_GLIAL_V1.0","ABCA1","mRNA",0,"","Lipid Metabolism","hsa02010","","ABCA1","ABCA1 - mRNA","False"
"AXL - mRNA","NM_021913.2:2190","NS_HS_GLIAL_V1.0","AXL","mRNA",0,"","Stage 2 DAM;Primed Microglia;Neurogenesis;Microglia Neurodegenerative Phenotype (MGnD);Astrocyte Markers;Angiogenesis","","","AXL","AXL - mRNA","False"
"ENTPD1 - mRNA","NM_001098175.1:795","NS_HS_GLIAL_V1.0","ENTPD1","mRNA",0,"","Purinergic Signaling","hsa00230;hsa05169","","ENTPD1","ENTPD1 - mRNA","False"
"NES - mRNA","NM_006617.1:2345","NS_HS_GLIAL_V1.0","NES","mRNA",0,"","Cytoskeletal Dynamics","","","NES","NES - mRNA","False"
"ESAM - mRNA","NM_138961.2:715","NS_HS_GLIAL_V1.0","ESAM","mRNA",0,"","Cell Migration;Blood Brain Barrier","hsa04514;hsa04670","Endothelial Cells","ESAM","ESAM - mRNA","False"
"GBP2 - mRNA","NM_004120.3:780","NS_HS_GLIAL_V1.0","GBP2","mRNA",0,"","Primed Microglia;Interferon Signaling;A1 Astrocyte","","","GBP2","GBP2 - mRNA","False"
"EMP1 - mRNA","NM_001423.2:364","NS_HS_GLIAL_V1.0","EMP1","mRNA",0,"","A2 Astrocyte","","","EMP1","EMP1 - mRNA","False"
"CCL2 - mRNA","NM_002982.3:123","NS_HS_GLIAL_V1.0","CCL2","mRNA",0,"","Microglial Markers;Chemokines","hsa04060;hsa04062;hsa04621;hsa04668;hsa04933;hsa05142;hsa05144;hsa05164;hsa05168;hsa05323","","CCL2","CCL2 - mRNA","False"
"ALDH1A1 - mRNA","NM_000689.3:11","NS_HS_GLIAL_V1.0","ALDH1A1","mRNA",0,"","Astrocyte Markers","","","ALDH1A1","ALDH1A1 - mRNA","False"
"ADGRL4 - mRNA","NM_022159.3:1980","NS_HS_GLIAL_V1.0","ADGRL4","mRNA",0,"","Blood Brain Barrier","","","ADGRL4","ADGRL4 - mRNA","False"
"ICAM2 - mRNA","NM_000873.3:415","NS_HS_GLIAL_V1.0","ICAM2","mRNA",0,"","Cell Migration","hsa04514;hsa04650","Endothelial Cells","ICAM2","ICAM2 - mRNA","False"
"LSR - mRNA","NM_205835.3:1888","NS_HS_GLIAL_V1.0","LSR","mRNA",0,"","Blood Brain Barrier","","Endothelial Cells","LSR","LSR - mRNA","False"
"TIE1 - mRNA","NM_005424.2:2610","NS_HS_GLIAL_V1.0","TIE1","mRNA",0,"","","","Endothelial Cells","TIE1","TIE1 - mRNA","False"
"SOX9 - mRNA","NM_000346.3:868","NS_HS_GLIAL_V1.0","SOX9","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Neurogenesis;Astrocyte Markers","hsa04024","Astrocytes","SOX9","SOX9 - mRNA","False"
"TM4SF1 - mRNA","NM_014220.2:263","NS_HS_GLIAL_V1.0","TM4SF1","mRNA",0,"","A2 Astrocyte","","","TM4SF1","TM4SF1 - mRNA","False"
"HMOX1 - mRNA","NM_002133.2:781","NS_HS_GLIAL_V1.0","HMOX1","mRNA",0,"","Hypoxia","hsa04066;hsa04978;hsa05206","","HMOX1","HMOX1 - mRNA","False"
"CD14 - mRNA","NM_000591.2:885","NS_HS_GLIAL_V1.0","CD14","mRNA",0,"","NF-kappaB Signaling;A2 Astrocyte","hsa04010;hsa04064;hsa04145;hsa04620;hsa04640;hsa04810;hsa05130;hsa05132;hsa05133;hsa05134;hsa05146;hsa05152;hsa05202","","CD14","CD14 - mRNA","False"
"FCGR1A/B - mRNA","NM_000566.3:842","NS_HS_GLIAL_V1.0","FCGR1A/B","mRNA",0,"","Phagocytosis;Interferon Signaling;Cytokines;Antigen Processing and Presentation","hsa04145;hsa04380;hsa04640;hsa04666;hsa05140;hsa05150;hsa05152;hsa05202;hsa05322","","FCGR1A","FCGR1A/B - mRNA","False"
"NWD1 - mRNA","NM_001007525.3:3302","NS_HS_GLIAL_V1.0","NWD1","mRNA",0,"","","","Astrocytes","NWD1","NWD1 - mRNA","False"
"ERBB3 - mRNA","NM_001005915.1:261","NS_HS_GLIAL_V1.0","ERBB3","mRNA",0,"","Neurogenesis;MAPK & PI3K","hsa04012;hsa04020;hsa04144;hsa05205;hsa05206","Oligodendrocytes","ERBB3","ERBB3 - mRNA","False"
"PLXNB3 - mRNA","NM_001163257.1:3663","NS_HS_GLIAL_V1.0","PLXNB3","mRNA",0,"","Neurogenesis","hsa04360","Oligodendrocytes","PLXNB3","PLXNB3 - mRNA","False"
"FA2H - mRNA","NM_024306.2:360","NS_HS_GLIAL_V1.0","FA2H","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","","Oligodendrocytes","FA2H","FA2H - mRNA","False"
"OLIG1 - mRNA","NM_138983.3:102","NS_HS_GLIAL_V1.0","OLIG1","mRNA",0,"","Oligodendrocyte DifferentiationMaturation","","","OLIG1","OLIG1 - mRNA","False"
"MYRF - mRNA","NM_013279.4:1130","NS_HS_GLIAL_V1.0","MYRF","mRNA",0,"","Oligodendrocyte DifferentiationMaturation;Myelogenesis","","Oligodendrocytes","MYRF","MYRF - mRNA","False"
